CustomerID,Recency,TenureDays,Frequency,Monetary
15099,84,1,1,410.48
15100,334,40,3,876.0
15101,9,350,2,317.53
15103,31,55,2,703.36
15104,197,85,2,1027.44
15105,18,116,7,2298.93
15106,18,251,5,1422.52
15107,311,61,6,319.5
15108,142,85,4,1300.25
15109,246,1,1,484.95
15110,24,294,4,996.1
15111,29,343,3,1567.48
15113,10,44,3,3609.33
15114,30,271,10,2760.56
15115,18,1,1,340.11
15116,18,187,4,1352.75
15117,15,200,5,1551.78
15118,134,1,1,244.8
15119,246,1,1,266.4
15120,134,1,1,358.82
15121,50,238,2,457.72
15122,114,183,3,1633.78
15123,7,198,2,2199.31
15124,23,169,2,184.19
15125,25,245,15,11528.48
15127,66,1,1,406.53
15128,60,159,4,1471.0
15129,50,241,11,3447.4
15130,170,1,1,330.11
15132,18,244,5,977.9300000000001
15133,128,174,3,982.42
15134,15,225,8,1387.99
15135,239,1,1,139.05
15136,3,93,4,1286.7
15139,240,96,2,178.96
15140,52,211,7,2354.25
15142,46,1,1,498.74
15143,226,1,1,259.45
15144,8,304,17,6580.44
15145,4,244,4,1194.73
15146,165,126,2,1327.16
15147,240,1,1,623.5
15148,11,1,1,301.29
15149,134,1,1,520.8000000000001
15150,17,251,10,5314.47
15152,10,177,13,4745.69
15153,31,1,1,329.25
15154,75,1,1,296.42
15156,1,32,3,961.49
15157,4,354,3,1936.07
15158,45,1,1,401.40000000000003
15159,2,359,30,18641.010000000002
15160,357,1,1,158.16
15163,18,173,2,304.47
15164,69,270,3,843.05
15165,373,1,1,487.75
15167,321,1,1,163.0
15168,26,1,1,106.56
15171,331,1,1,1289.5
15172,9,227,5,1624.05
15174,323,1,1,135.75
15175,72,1,1,224.14
15178,260,1,1,40.5
15179,18,300,5,2206.95
15180,367,1,1,87.5
15181,66,203,3,689.4799999999999
15182,154,114,2,622.85
15184,29,161,2,406.76
15185,70,1,1,310.62
15186,14,154,2,411.41
15187,2,210,16,4777.18
15189,1,331,41,16225.39
15192,120,245,3,1044.32
15193,61,1,1,499.32
15194,3,365,15,7616.53
15195,3,1,1,3861.0
15197,11,347,3,1079.6100000000001
15198,92,31,2,193.64
15199,59,249,4,1268.7
15201,87,160,5,1236.54
15203,26,285,6,1827.8
15204,357,1,1,316.58
15205,85,42,2,653.24
15206,10,265,4,420.29999999999995
15208,1,352,5,870.12
15210,225,1,1,331.18
15211,60,304,2,894.4100000000001
15212,241,1,1,101.8
15213,319,11,2,328.35
15214,2,241,8,1661.44
15215,47,49,3,734.94
15216,88,1,1,96.6
15218,11,308,11,5756.89
15219,176,1,1,305.75
15220,52,229,6,1778.96
15221,366,1,1,403.25
15222,319,1,1,585.0
15223,226,23,2,755.75
15224,358,4,2,322.08
15225,234,1,1,409.40000000000003
15226,311,1,1,154.41
15227,37,280,5,1219.4
15228,66,228,4,3386.71
15230,239,1,2,429.6
15232,113,27,2,612.06
15234,277,1,1,197.0
15235,218,155,12,2247.51
15236,299,1,1,321.05
15237,2,225,4,1412.32
15238,29,154,3,1071.99
15239,10,68,2,780.59
15240,45,267,5,1706.57
15241,67,216,8,1756.44
15243,74,1,1,316.68
15244,65,182,2,631.57
15245,134,127,3,2515.84
15246,238,120,2,514.15
15247,122,1,1,356.0
15249,32,224,13,6688.46
15251,9,232,11,10484.99
15252,36,146,2,740.78
15253,16,153,5,918.1999999999999
15254,127,1,1,300.36
15255,67,1,1,890.85
15256,149,1,1,98.45
15257,283,1,1,317.15
15258,169,48,2,623.16
15260,100,272,7,1810.77
15261,135,1,1,254.82
15262,324,1,1,178.95000000000002
15263,107,1,1,156.51
15264,64,1,1,393.74
15265,151,84,2,1506.1200000000001
15266,338,1,1,119.3
15267,22,160,5,1717.36
15269,24,1,1,408.8
15270,16,294,7,2379.49
15271,7,358,15,2507.07
15272,57,28,2,721.94
15274,4,14,2,716.57
15275,38,1,1,615.14
15276,66,1,1,135.31
15277,47,1,1,255.89999999999998
15279,355,1,1,290.51
15280,172,1,1,113.12
15281,59,274,9,2332.15
15286,50,1,1,240.55
15287,22,48,2,486.69
15288,43,322,5,2306.52
15289,29,220,3,939.78
15290,5,354,18,7943.22
15291,26,348,15,4668.3
15292,201,1,1,180.94
15296,51,275,6,3672.86
15297,10,53,3,641.94
15298,2,364,12,4799.9
15299,67,304,7,4507.01
15300,64,1,1,496.44
15301,51,317,12,5070.35
15303,290,1,1,574.02
15304,61,307,8,694.4000000000001
15306,64,83,3,1174.35
15307,96,1,1,205.3
15308,274,1,1,310.47
15311,1,373,91,60767.9
15312,75,279,4,924.85
15313,110,1,1,52.0
15314,199,1,1,327.97
15315,64,51,2,570.5
15316,327,1,1,165.0
15318,4,1,1,312.62
15319,284,1,1,204.5
15320,44,1,1,267.13
15321,71,220,3,2748.31
15322,86,1,1,679.68
15325,104,1,1,162.29
15326,334,1,1,311.71
15327,53,1,1,208.75
15329,39,132,3,1049.7
15330,32,28,2,714.96
15332,366,3,4,1661.06
15333,208,1,1,1028.56
15334,157,16,3,351.67
15335,54,1,1,173.97
15339,66,251,2,574.07
15341,81,1,1,2020.52
15342,130,1,1,406.09
15343,87,1,1,364.5
15344,1,73,3,563.94
15345,46,1,1,393.54
15346,333,1,1,252.42000000000002
15347,366,1,1,201.60000000000002
15348,72,1,1,158.04
15349,158,29,2,473.81
15350,373,1,1,115.65
15351,12,357,7,1960.1100000000001
15353,255,113,2,777.02
15355,29,23,2,277.05
15356,31,336,10,2766.5
15358,5,360,22,8347.2
15360,40,1,1,427.93
15361,362,1,1,418.92
15363,373,1,1,326.0
15364,96,158,2,913.19
15365,26,289,7,2314.32
15366,75,282,2,602.51
15367,57,218,4,1877.59
15368,21,1,1,446.94000000000005
15370,41,291,7,2386.05
15372,137,1,1,2007.3999999999999
15373,8,363,12,2415.91
15374,129,1,1,168.0
15376,40,182,3,1233.3600000000001
15379,169,189,7,3703.29
15380,9,356,5,1690.2600000000002
15381,214,54,2,596.85
15382,15,280,6,5955.71
15384,170,189,2,642.41
15385,40,1,1,316.88
15386,186,1,1,394.14
15388,270,1,1,140.54
15389,172,1,1,500.0
15392,5,355,4,1535.53
15393,16,264,2,231.86
15394,10,348,4,2183.54
15395,326,1,1,107.45
15396,113,1,1,288.18
15397,290,1,1,94.0
15398,16,62,2,1345.53
15399,1,77,3,815.77
15400,92,186,5,716.2
15402,149,47,2,626.77
15405,189,1,1,349.1
15406,31,269,2,510.71000000000004
15407,34,271,4,1056.44
15408,264,1,1,267.18
15410,84,177,8,3450.84
15411,26,156,4,1358.88
15412,171,1,1,190.53
15414,10,232,3,774.9000000000001
15415,313,1,1,572.8100000000001
15416,65,218,4,3984.32
15417,85,1,1,508.8
15419,25,1,1,135.86
15421,59,251,4,950.36
15422,323,1,2,97.7
15423,38,1,1,43.5
15424,254,1,2,383.34
15426,19,350,5,1447.39
15427,33,13,3,1483.14
15428,15,1,1,93.78
15429,27,48,2,397.35
15432,23,1,1,171.19
15433,214,53,2,533.3
15434,8,191,5,1041.48
15435,22,1,1,149.29
15436,12,221,3,1122.53
15437,262,1,1,200.16
15438,131,1,1,156.57999999999998
15440,55,154,3,383.68
15442,249,1,1,594.0
15443,2,318,7,3236.91
15444,9,31,2,1418.26
15445,264,1,1,113.5
15447,331,1,1,155.17
15448,313,1,1,494.64
15449,26,235,3,974.52
15450,30,1,1,429.84
15452,30,234,3,538.73
15453,2,185,7,1388.37
15454,362,1,1,179.1
15456,283,75,3,447.22
15457,262,1,1,237.07
15458,25,1,1,161.64
15460,354,1,1,216.76
15462,94,92,3,234.6
15463,29,1,1,126.14
15464,338,1,1,1048.85
15465,20,349,18,7354.62
15466,85,1,1,334.53
15467,9,142,3,524.88
15468,51,1,2,467.51
15469,50,69,2,538.55
15471,2,1,1,469.48
15472,113,1,1,371.56
15473,14,46,7,1771.2
15475,77,1,1,454.10999999999996
15478,40,16,2,1441.42
15480,116,1,1,905.5
15482,16,343,12,11054.96
15483,161,105,4,233.81
15484,1,77,4,3594.31
15485,30,343,3,2575.0
15488,93,1,1,91.32000000000001
15489,23,188,3,1134.28
15491,95,140,6,3100.09
15492,28,46,2,659.4599999999999
15493,33,238,5,2001.8
15494,21,99,2,1299.23
15497,18,302,2,1262.2
15498,3,364,27,13316.4
15500,8,73,4,1131.56
15502,16,353,12,10384.93
15503,363,1,1,147.09
15504,81,1,1,52.83
15505,53,102,5,3610.96
15506,23,116,3,979.26
15507,172,1,1,492.36
15508,189,46,6,1000.27
15510,331,1,1,250.0
15511,12,73,5,909.23
15512,156,203,2,121.0
15513,33,340,19,14758.220000000001
15514,12,352,11,4139.46
15516,45,1,3,62.43
15517,233,1,1,267.03
15518,64,268,8,1942.45
15520,2,1,1,343.5
15521,40,214,8,3000.2
15522,33,54,2,398.84
15523,84,1,1,412.01000000000005
15524,25,1,1,440.0
15525,2,371,3,825.92
15526,33,1,2,148.44
15527,19,335,8,2429.78
15528,254,1,1,229.33
15529,23,343,11,3995.23
15530,22,225,4,1502.35
15531,8,22,2,2007.44
15532,25,332,4,1580.93
15533,19,69,3,807.57
15535,173,154,4,536.4
15537,163,1,1,110.92
15539,7,1,1,538.46
15540,11,1,1,213.3
15541,114,1,1,85.13000000000001
15543,288,1,1,127.86
15544,9,363,9,3546.71
15545,54,316,2,292.71999999999997
15547,7,354,14,4954.84
15549,77,239,3,1693.26
15550,4,297,4,575.63
15551,37,1,1,436.06
15552,217,1,1,90.12
15553,60,1,1,437.23
15554,278,1,1,217.2
15555,12,357,16,4805.17
15556,24,1,1,279.77
15557,29,1,1,473.65000000000003
15561,12,203,4,800.59
15562,352,1,1,134.55
15563,22,336,4,1400.44
15565,50,20,2,173.16
15567,19,1,1,186.01
15568,3,70,3,758.29
15569,104,228,5,1375.71
15570,7,362,12,4165.52
15571,12,66,4,650.4300000000001
15572,5,273,7,2552.86
15573,32,53,2,607.45
15574,178,194,4,702.25
15576,38,1,1,940.6700000000001
15577,151,154,3,258.88
15578,162,1,1,127.1
15579,69,245,2,348.6
15581,121,245,13,3679.9700000000003
15582,25,195,3,682.9100000000001
15584,24,138,4,725.11
15585,177,1,1,455.3
15587,50,301,4,913.6800000000001
15589,256,54,3,478.53000000000003
15592,47,1,1,388.58
15593,71,1,1,199.8
15594,16,218,5,1771.78
15596,101,264,5,1406.59
15597,35,1,1,324.57
15598,53,1,1,240.68
15599,27,177,2,761.74
15601,11,361,14,6776.56
15602,8,359,9,1297.8700000000001
15603,79,1,1,48.480000000000004
15604,52,1,1,216.39
15605,36,337,5,1198.23
15606,61,263,9,2920.16
15607,337,1,1,104.76
15608,28,92,4,1093.68
15609,184,1,1,298.48
15610,52,1,1,112.46000000000001
15611,10,325,13,1591.45
15612,36,25,2,195.15
15615,10,348,23,10399.74
15618,33,103,4,776.851
15619,11,1,1,336.40000000000003
15620,57,301,3,1553.18
15621,4,17,4,1293.03
15622,43,239,9,3709.56
15623,141,1,1,301.03
15624,117,139,4,588.13
15625,104,131,4,1534.26
15626,75,254,2,675.8
15628,5,362,9,2870.2400000000002
15630,45,159,2,1186.35
15632,16,259,8,3285.31
15634,17,1,1,243.55
15636,90,192,2,724.76
15637,53,1,1,223.36
15639,134,1,1,425.32
15640,4,367,15,12515.66
15641,105,253,4,1887.2
15643,192,90,3,664.0
15644,166,94,4,813.0
15645,19,1,1,612.01
15646,158,214,3,447.64000000000004
15648,204,62,2,657.35
15649,336,31,2,816.0
15651,37,223,3,646.3
15652,91,1,1,337.74
15653,93,23,2,877.4399999999999
15654,9,16,2,922.53
15655,243,1,1,560.67
15656,45,238,4,748.5
15657,23,1,1,30.0
15658,190,182,5,1024.1000000000001
15659,44,1,1,306.45
15660,25,340,9,1600.86
15661,317,21,2,309.8
15663,106,1,1,138.14
15664,51,1,1,386.43
15665,168,74,2,2242.01
15667,40,1,1,301.32
15668,218,1,1,76.32000000000001
15669,40,223,4,684.34
15670,297,1,1,173.05
15671,19,252,7,2657.13
15673,88,238,4,2881.02
15674,73,181,5,2446.6
15675,81,198,3,323.69
15676,19,265,3,3435.76
15677,49,1,1,657.23
15678,53,1,1,352.7
15679,24,158,4,781.28
15680,9,356,3,1333.68
15681,25,255,5,1426.16
15683,117,1,1,193.75
15687,9,321,9,2993.1
15689,120,241,2,254.1
15690,4,96,2,239.76
15691,252,1,1,136.8
15692,28,1,1,191.04
15694,1,372,14,6479.4
15695,267,1,2,409.98
15696,33,293,8,2736.46
15699,18,1,1,309.65
15700,172,1,2,696.68
15701,2,108,4,1542.14
15703,265,1,1,211.5
15704,140,75,4,2293.62
15705,201,1,1,143.1
15706,64,52,4,1060.56
15707,35,51,4,945.58
15708,41,328,7,3364.2400000000002
15709,284,1,1,133.25
15712,9,278,5,1072.3600000000001
15713,143,222,2,356.7
15714,12,66,2,330.88
15716,146,223,4,1118.81
15717,234,1,1,150.3
15719,33,304,13,5045.61
15720,24,1,1,598.73
15721,12,1,1,507.08
15722,36,254,5,2222.56
15723,365,1,1,203.1
15724,201,83,2,218.25
15725,15,1,1,415.25
15727,17,342,7,5178.96
15729,213,1,1,85.0
15730,66,140,3,1120.88
15732,212,159,2,294.12
15733,283,1,1,162.3
15734,115,85,2,1339.45
15737,15,228,8,1205.1200000000001
15738,19,353,16,4812.42
15739,66,1,1,449.12
15740,49,1,1,154.88
15743,16,168,4,784.46
15744,78,1,1,34.8
15745,19,217,4,1094.59
15746,134,1,1,196.88
15747,13,160,3,974.04
15748,40,1,1,149.31
15749,235,97,3,44534.3
15750,3,364,8,2465.48
15752,40,333,7,2637.38
15753,305,1,1,79.2
15754,51,195,3,458.57
15755,10,284,6,2364.25
15756,61,187,4,532.96
15757,66,152,2,714.42
15758,25,1,1,205.25
15759,218,139,3,253.04
15762,65,12,2,583.75
15763,32,45,2,1086.92
15764,88,188,6,3279.97
15766,64,1,1,315.06
15768,116,110,3,621.8299999999999
15769,7,363,26,56252.72
15773,6,1,1,635.6800000000001
15774,69,1,1,270.8
15775,245,1,1,104.9
15776,133,1,1,241.62
15777,241,120,4,1047.11
15780,184,174,3,475.28000000000003
15781,25,280,3,345.46
15782,10,79,3,2614.7400000000002
15783,11,1,1,246.3
15785,33,262,5,2328.9700000000003
15786,46,68,3,4932.2
15787,26,35,3,948.05
15789,358,1,1,351.3
15790,10,1,1,220.85
15791,44,160,2,1612.69
15793,15,253,3,965.61
15795,150,1,1,610.01
15796,1,301,8,2711.56
15797,113,206,4,2207.4
15799,76,258,3,884.14
15800,107,139,2,699.08
15801,46,63,3,1063.95
15802,143,1,1,451.42
15803,51,1,1,415.82000000000005
15804,1,198,13,4206.39
15805,23,341,17,5528.4800000000005
15806,46,230,3,784.58
15807,50,26,3,903.9
15808,306,63,4,3734.9700000000003
15809,36,266,5,515.77
15810,79,218,4,1391.98
15811,22,343,6,2218.62
15812,107,210,5,1801.14
15813,208,31,2,1303.9099999999999
15814,17,33,4,1945.33
15815,64,196,5,2100.6
15819,49,227,4,1905.45
15820,320,1,1,206.98
15821,44,17,2,570.96
15822,3,356,2,885.47
15823,372,1,1,15.0
15825,172,1,1,532.94
15826,56,154,3,1654.31
15827,73,299,14,1836.0900000000001
15829,99,41,2,636.14
15830,38,1,1,576.0
15831,58,265,3,801.76
15832,254,1,1,836.79
15834,70,206,4,2233.75
15835,44,286,4,954.09
15836,50,1,1,137.37
15837,65,1,1,391.98
15838,11,356,19,33643.08
15839,33,114,3,1048.49
15840,59,113,2,355.56
15841,73,266,4,1224.06
15843,304,1,1,118.95000000000002
15844,46,1,1,130.73999999999998
15845,18,319,8,3711.77
15847,38,249,2,389.27
15850,19,148,2,238.85
15852,187,10,2,160.71
15853,52,1,1,110.8
15854,4,357,12,2974.65
15855,137,126,5,712.24
15856,4,361,27,16387.57
15857,19,1,1,297.0
15858,16,351,5,1438.85
15860,41,327,8,977.21
15861,12,254,8,3165.36
15862,8,365,4,832.88
15863,26,167,2,68.84
15864,22,293,6,1936.3200000000002
15865,41,173,3,895.13
15866,101,1,1,230.53
15867,5,363,15,3812.64
15869,277,1,2,149.64
15870,33,1,1,354.09000000000003
15872,15,1,2,360.93
15874,64,220,7,4405.88
15877,2,16,2,493.28
15880,369,1,1,343.28000000000003
15881,312,52,5,501.39000000000004
15882,199,169,4,516.36
15883,2,31,2,396.48
15885,93,216,3,379.35
15886,60,1,1,181.09
15888,81,1,1,168.31
15889,157,212,2,446.87
15891,227,1,1,524.52
15894,253,115,2,263.55
15895,150,1,1,179.17
15897,194,1,2,222.05
15898,1,367,5,1388.88
15899,369,1,1,56.25
15900,24,1,1,351.11
15901,17,138,3,363.88
15903,10,285,7,5126.76
15904,8,1,1,164.68
15906,20,235,7,1567.69
15907,4,206,3,967.45
15909,174,1,1,191.94
15910,1,315,8,1232.18
15912,178,54,2,264.62
15916,16,350,8,1528.09
15917,248,1,1,123.1
15918,191,80,2,334.23
15919,20,349,2,639.89
15920,154,1,4,167.5
15921,173,1,1,336.03000000000003
15922,373,1,1,369.5
15923,373,1,1,127.08
15925,194,1,1,207.15
15930,67,1,1,426.63
15932,4,285,8,2495.87
15933,21,65,3,1107.46
15935,239,2,2,416.86
15937,64,1,1,145.35
15938,112,211,5,404.58
15939,90,241,15,6115.01
15940,311,1,1,35.8
15942,134,1,1,337.44
15944,277,1,1,325.1
15945,365,1,1,181.0
15947,83,1,1,1708.24
15948,8,35,2,955.24
15949,17,54,2,364.72
15950,32,327,4,1765.51
15951,9,276,2,708.22
15952,34,191,4,806.57
15953,15,354,8,1659.3799999999999
15955,24,348,14,4416.26
15957,32,1,1,428.89
15958,74,1,1,104.35
15963,20,25,2,470.76
15965,17,350,4,845.64
15967,23,295,2,418.83
15969,3,182,3,666.1
15970,304,1,1,314.1
15971,18,293,12,4199.85
15973,367,1,1,307.82000000000005
15974,39,249,7,3442.15
15975,84,1,1,371.01
15976,165,54,2,430.94
15977,17,21,2,1054.73
15978,77,1,1,1098.78
15980,89,165,3,2398.86
15981,25,286,8,3408.48
15983,22,351,4,1475.02
15984,3,365,10,2837.67
15985,123,113,2,1142.42
15986,30,1,1,168.12
15987,12,356,7,1451.28
15988,19,1,1,158.03
15990,44,243,2,792.11
15992,4,1,1,41.989999999999995
15993,9,35,7,2797.57
15994,55,1,1,427.07
15996,88,277,6,1060.68
15998,37,325,5,3089.97
16000,3,1,3,12393.7
16003,30,329,5,2735.37
16005,12,258,4,615.39
16006,211,1,1,101.4
16007,48,167,4,1701.94
16008,24,180,3,478.78
16009,22,137,4,992.71
16010,246,116,3,407.5
16011,8,357,16,3362.71
16012,35,119,3,1415.29
16013,4,367,47,37130.6
16014,38,253,3,662.38
16015,4,45,3,705.39
16016,3,363,8,1508.76
16017,47,1,1,211.88
16018,39,141,2,408.90000000000003
16019,47,317,9,3786.2400000000002
16020,17,48,3,851.01
16022,260,1,1,628.28
16023,46,220,3,719.81
16024,12,1,1,251.24
16025,30,1,1,439.65999999999997
16026,43,1,1,236.09
16027,92,210,6,934.62
16029,39,335,63,81024.84
16030,310,1,1,331.24
16031,92,154,2,548.94
16033,6,364,20,8816.4
16034,196,136,3,437.7
16036,87,176,2,758.92
16037,270,88,3,855.02
16038,8,194,3,471.78000000000003
16040,65,203,3,1313.55
16041,31,110,3,3166.4
16042,22,310,5,1197.27
16043,38,280,4,773.99
16045,120,170,4,1340.7
16048,373,1,2,256.44
16049,40,34,3,1111.79
16050,174,1,1,137.9
16052,54,1,1,362.06
16053,33,89,2,1511.95
16054,145,1,1,783.9
16055,221,1,1,134.8
16056,45,1,1,664.85
16057,16,268,7,2263.12
16059,66,301,6,1459.8600000000001
16062,10,355,4,1153.62
16063,260,1,1,335.32
16065,365,1,1,372.09
16066,17,107,5,1521.87
16070,22,9,2,852.15
16071,45,1,1,326.24
16072,288,1,1,584.3199999999999
16073,297,1,1,122.39999999999999
16076,3,205,10,2234.73
16078,284,1,1,79.2
16079,17,23,3,1352.0
16080,82,192,2,217.16
16081,56,310,5,2806.9
16083,101,259,2,1317.62
16084,299,1,1,436.18
16085,23,297,5,981.51
16086,59,307,5,1121.39
16091,155,43,2,315.06
16092,115,139,3,817.86
16093,107,1,1,17.0
16094,12,207,4,1078.23
16096,264,1,1,320.62
16097,240,1,1,185.04999999999998
16098,88,286,7,2005.63
16099,50,175,3,731.9
16101,71,1,1,1290.7
16102,42,86,3,1842.14
16103,7,226,6,1429.64
16104,62,1,1,302.36
16105,249,1,1,336.96
16106,66,1,1,108.38
16107,18,165,7,3204.1600000000003
16108,85,1,1,842.5
16109,219,89,2,611.88
16110,45,266,3,1337.48
16112,143,195,4,195.73999999999998
16113,183,1,1,161.38
16114,171,1,1,135.75000000000003
16115,10,282,8,1667.97
16116,212,1,1,612.78
16117,190,1,1,232.21
16119,8,64,2,423.36
16120,59,1,4,1309.14
16121,57,158,2,867.11
16122,73,293,4,684.4200000000001
16123,52,1,1,307.78
16124,317,1,1,249.0
16125,367,1,1,289.35
16126,29,267,4,6287.77
16127,39,1,1,656.25
16128,18,264,5,1880.22
16131,52,188,6,3506.54
16133,4,314,33,14589.04
16134,22,337,2,618.09
16135,263,1,1,517.55
16136,60,217,3,709.38
16139,19,187,3,635.41
16140,66,305,2,725.18
16141,88,1,1,620.4
16142,250,1,1,535.34
16143,3,365,6,2424.94
16144,247,1,1,175.2
16145,9,351,11,3799.4900000000002
16146,157,74,3,734.13
16147,134,1,1,375.0
16148,296,1,1,76.32000000000001
16149,5,137,2,280.52
16150,43,329,5,2053.02
16152,269,1,1,1829.04
16153,50,305,5,1824.23
16156,9,302,9,3122.04
16157,16,56,3,656.69
16159,282,1,1,348.2
16160,65,20,2,1025.44
16161,2,367,19,5575.56
16162,252,1,1,37.4
16163,232,132,2,856.6
16164,17,25,3,822.48
16168,11,359,27,3787.6
16169,8,67,4,1822.97
16170,51,197,6,1885.05
16171,59,1,1,73.2
16172,95,146,5,1140.21
16173,16,82,6,1418.32
16174,126,25,3,1009.5500000000001
16175,94,145,4,1037.59
16177,50,1,1,331.95
16178,138,1,1,197.9
16179,61,1,1,215.83
16180,100,152,8,10254.18
16181,73,1,1,305.54
16182,72,222,4,6617.65
16183,67,1,1,338.71000000000004
16184,64,147,6,1158.79
16185,17,215,2,529.41
16186,23,349,12,4006.94
16187,32,252,15,6911.4400000000005
16188,45,198,4,981.86
16189,16,69,2,215.48
16190,40,1,1,215.08
16191,3,357,13,5180.52
16193,237,1,1,314.45
16198,75,1,1,400.68100000000004
16200,4,159,2,1080.6200000000001
16201,3,106,4,1863.47
16202,361,1,1,365.27
16203,59,313,4,592.9
16204,23,1,1,405.71
16205,31,148,4,761.38
16206,55,272,4,537.0600000000001
16207,25,1,1,394.38
16208,45,244,2,664.26
16209,89,157,5,2262.62
16210,2,372,18,21086.3
16211,89,1,1,547.02
16212,19,264,2,690.34
16213,79,1,1,159.0
16214,171,98,3,1062.75
16215,81,1,1,242.35
16216,267,1,1,914.9300000000001
16217,235,46,2,304.25
16218,30,343,7,3084.68
16221,37,330,3,864.86
16222,318,1,1,846.72
16224,57,192,4,1295.3
16225,45,232,5,1096.32
16226,203,32,3,255.12
16227,225,1,1,314.22
16229,87,125,2,1010.6
16230,190,30,2,542.03
16232,44,171,4,990.88
16233,71,295,3,536.6800000000001
16235,41,291,5,867.31
16236,78,1,1,432.2
16239,57,132,2,414.2
16240,24,53,2,3718.8
16241,10,360,13,2607.87
16242,8,268,7,3603.21
16243,34,21,2,409.1
16244,212,160,2,1522.75
16245,24,233,3,1413.66
16247,170,1,1,114.56
16248,62,1,1,152.94
16249,53,186,5,1800.07
16250,261,112,2,389.44
16253,67,188,2,3683.86
16255,17,348,8,2619.91
16256,267,1,1,752.4300000000001
16257,177,1,1,46.95
16258,45,173,5,5203.51
16260,51,1,1,1035.45
16261,17,228,4,746.83
16265,9,355,9,5447.0
16266,74,132,7,861.89
16268,71,1,2,667.65
16270,353,1,1,1141.24
16271,3,355,5,1429.24
16272,117,1,1,411.7
16274,373,1,1,357.95
16275,197,1,1,559.87
16276,177,1,1,810.6000000000001
16278,100,1,1,566.38
16279,21,155,3,1509.58
16281,72,1,1,2062.06
16282,340,1,1,168.3
16283,6,202,5,1570.81
16284,31,19,2,823.97
16287,170,1,1,142.5
16292,122,1,1,302.25
16293,22,345,10,2248.9900000000002
16295,10,54,4,1328.55
16297,269,1,1,301.9
16298,23,164,3,598.2
16302,127,1,1,233.22
16303,26,307,3,5360.63
16305,139,1,1,361.21999999999997
16306,214,153,6,632.27
16308,38,223,4,2560.0
16309,106,134,2,706.57
16311,18,31,2,616.26
16313,3,46,2,274.15000000000003
16315,331,1,1,226.37
16316,64,293,8,2938.91
16317,120,177,3,1341.65
16318,35,1,1,328.15
16319,218,1,1,404.40000000000003
16320,172,40,2,1038.46
16321,72,251,5,373.65000000000003
16322,1,35,2,326.75
16323,196,1,1,207.50000000000003
16324,128,48,3,428.68
16325,47,198,3,594.24
16326,6,328,14,3110.96
16327,14,355,6,3844.22
16330,18,94,3,251.91
16332,28,277,7,1593.2
16333,8,302,22,26626.8
16337,37,1,1,151.05
16338,157,1,1,214.79999999999998
16339,284,1,1,109.95
16340,107,1,1,549.07
16341,25,176,4,1971.87
16342,75,104,4,322.41
16343,16,1,2,370.47999999999996
16344,158,1,1,101.10000000000001
16345,44,1,1,575.41
16347,11,25,2,887.65
16348,32,207,7,1469.45
16349,291,1,1,53.5
16350,21,312,4,1116.47
16351,333,1,1,153.9
16352,18,20,2,494.44
16353,4,366,23,6675.71
16354,63,9,2,395.8
16356,198,79,3,211.77
16357,33,180,3,658.88
16358,1,183,4,2027.5
16359,7,324,9,1750.92
16360,5,83,6,3512.53
16361,10,61,4,896.66
16362,32,58,5,734.77
16363,53,1,1,109.36000000000001
16364,12,125,2,707.04
16365,18,349,9,1540.42
16366,19,1,1,327.3
16367,37,325,2,804.49
16368,2,25,2,497.43
16369,18,178,3,1553.66
16370,82,142,4,1320.56
16372,33,1,2,367.93
16374,66,196,2,473.03000000000003
16376,9,8,2,987.01
16377,267,1,1,676.2
16378,247,63,3,362.95
16379,4,74,4,2157.4
16380,61,1,1,1780.59
16383,75,193,2,668.36
16384,90,174,2,584.5
16385,60,306,3,555.89
16386,29,225,2,317.2
16387,323,1,1,94.36
16389,53,229,4,1382.07
16392,270,1,1,221.19
16393,2,366,13,3046.21
16394,57,232,5,1555.34
16395,61,270,5,1486.9
16398,154,99,2,1705.8
16399,19,216,2,408.57
16400,95,1,1,303.93
16401,1,326,12,4098.32
16402,265,104,2,299.6
16403,312,1,1,177.5
16404,70,1,1,443.05
16405,302,7,2,167.25
16406,19,1,1,163.07
16407,13,299,10,2126.93
16409,36,281,5,2028.88
16411,19,349,2,214.65
16412,54,1,1,151.83
16413,57,1,1,262.2
16414,22,258,2,126.25
16415,44,1,1,210.35
16416,27,29,3,1051.4
16418,45,181,3,675.27
16419,113,199,6,972.23
16422,17,351,51,34684.4
16423,25,1,1,346.12
16424,191,1,1,133.56
16425,302,1,1,302.7
16426,2,273,10,1908.25
16427,263,21,2,241.06
16429,106,1,1,284.55
16430,57,1,1,300.85
16431,213,84,3,642.81
16432,64,1,1,287.4
16433,28,1,1,184.26
16434,29,270,7,1522.25
16438,6,76,5,798.35
16440,8,206,5,3640.67
16441,67,224,2,381.2
16442,2,359,3,616.79
16444,46,218,4,654.67
16445,34,1,1,230.51
16446,1,204,2,168472.5
16447,136,1,1,259.01
16448,198,1,1,188.89000000000001
16449,198,82,2,707.69
16450,150,1,1,311.92
16451,88,1,1,266.97
16454,45,19,2,6.9
16455,64,307,7,1841.18
16456,99,273,5,2158.37
16457,218,1,1,208.36
16458,3,357,18,3482.7400000000002
16460,28,53,3,814.72
16461,178,1,1,151.42
16462,74,210,3,136.0
16463,21,182,4,1422.4
16464,20,122,3,1314.68
16466,34,258,7,1603.46
